image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,What do the trees in front of the blue house add to the scene?,A sense of nature
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,"What hangs from the first floor of the blue house, indicating cultural identity?",A long piece of fabric with Chinese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,What does the architectural style of the buildings suggest about local heritage?,It reflects local heritage
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279487055_0.jpg,What type of car is mentioned that is used for tourism?,A car without a roof
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279620760_0.jpg,What is the purpose of the tactile path presented in the subway station?,To assist visually impaired individuals.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279620760_0.jpg,What do the advertisements in the subway station promote regarding community involvement?,Support and care for senior citizens.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279620760_0.jpg,What role does the term 'silver generation ambassador' refer to in the context of the subway station's advertisements?,A structured form of volunteerism.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279620760_0.jpg,What cultural norm is highlighted by the advertisements in the subway station?,Engaging in volunteer work.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279779333_0.jpg,What species are the turtles identified as?,Brazilian red-eared sliders
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279779333_0.jpg,What behavior are the turtles exhibiting?,Sunbathing
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279779333_0.jpg,What type of environment is depicted in the image?,"Park pond, lake, or ecological reserve"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279779333_0.jpg,What concern is raised about the water in the image?,Cleanliness
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279779333_0.jpg,What does the portrayal of the turtles evoke?,Simplicity and beauty in nature
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,When was the café founded?,1910
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What is the main focus of the café?,Sale of coffee
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What types of products does the café specialize in?,Coffee products
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What is the name of the café?,Bacha Coffee
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What type of aesthetic does the café's décor reflect?,Middle Eastern aesthetic
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What kind of atmosphere does the café have?,Vibrant atmosphere
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,What colors dominate the café's color palette?,Red and yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279861444_0.jpg,How is the café characterized in terms of its setting?,A unique destination
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,What features enhance the greenery around the shopping district?,Various trees and landscaping.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,How can pedestrians access the mall?,Through a subway exit.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,What type of atmosphere does the shopping district exhibit?,A lively and bustling atmosphere.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,Where is this luxury shopping district located?,In Singapore.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,What type of geometrical patterns are featured in the architecture?,Triangular forms.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279878046_0.jpg,What is the social dynamic among shoppers in the district?,Individuals shopping in smaller groups.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What cultural context does the scene reflect?,Asian city life
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What type of environment does the scene suggest?,Amusement park or lively public space
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What does the variety of clothing among tourists suggest?,A diverse crowd
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What do the golden arches of McDonald's imply about the area?,Attracts both locals and visitors
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What enhances the exotic feel of the locale?,Predominantly tropical plants
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054279977813_0.jpg,What does the comparison to Singapore's architecture signify?,Cultural identity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What culture is the koi fish pattern on the bowl associated with?,Chinese culture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What type of influences does the dish suggest due to its soup element?,Southeast Asian influences
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What does the presentation of the dish suggest about its preparation?,Thoughtful preparation
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What culinary characteristic is represented by the bamboo skewers?,Characteristic of many Asian cuisines
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What type of experience does the dining context imply?,A social or celebratory experience
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What do the snacks wrapped in lotus leaves suggest about the culinary influence?,Southeast Asian culinary influence
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What type of cuisine is potentially connected to the dish being teriyaki-flavored?,Japanese cuisine
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271196440_0.jpg,What does the description suggest about the food's cultural roots?,Rooted in Asian traditions
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What does the interior design of the mall indicate about its shopping experience?,an appreciation for luxury shopping
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What does the exhibition booth in the mall suggest about local interests?,a connection to car culture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,How does the lighting in the mall contribute to its atmosphere?,it creates a culturally themed ambiance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What does the central red light in the mall signify for store owners?,an attempt to attract clientele
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What cultural elements are conveyed by the atmosphere of the mall?,"leisure, consumerism, and socialization"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What does the organized rental space in the mall imply about cultural practices?,involvement in business activities
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271454024_0.jpg,What does the presence of arcade and racing games in the mall indicate about leisure activities?,gaming as a popular social activity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What time of day is depicted in the image?,Evening
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What do the twinkling lights and restaurants suggest about the area?,Vibrant nightlife
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What do the red pillars signify in the scene?,Importance of the structure
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What does the sign 'Clerk Quake' imply about the location?,It's a popular area for visitors
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What does the colorful gradient of the architecture indicate?,Local design trend embracing vivid aesthetics
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What is the significance of the 'Clark Quay' billboard?,It highlights the area's cultural identity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064271588596_0.jpg,What does the 'large red knife vehicle' add to the scene?,Intrigue and a local cultural reference
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272007574_0.jpg,What does the large pig-shaped lantern symbolize?,good fortune and happiness
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272007574_0.jpg,What is the pig holding in its hands?,money
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064272007574_0.jpg,What do the gold ingots in the box represent?,good luck and riches
