image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274931803_0.jpg,What is symbolized by the character 福 (fu)?,fortune
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064274931803_0.jpg,What traditional decorations are offered in the shop?,spring festival couplets
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275084723_0.jpg,What significant figure is associated with wealth during Lunar New Year?,God of Wealth
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275084723_0.jpg,What color is the God of Wealth's traditional garment?,red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275084723_0.jpg,What object does the God of Wealth hold that symbolizes prosperity?,golden ingot
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275337755_0.jpg,What traditional utensils are used by participants in the meal?,chopsticks
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275337755_0.jpg,What type of food are the participants tossing?,noodles
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275337755_0.jpg,What does the gathering suggest about cultural significance?,good luck or prosperity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275453977_0.jpg,What type of fruit is prominently featured in the first image?,jackfruit
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275453977_0.jpg,What is the appearance of the second food item on the plate?,brown and striped
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275641011_0.jpg,What specific decorative element commemorates Disney's 100th anniversary?,Disney's 100th anniversary statue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275641011_0.jpg,What type of structure supports the glass roof in this indoor venue?,mesh steel structure
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275879557_0.jpg,What structures are adorned with vines that create a tower-like appearance?,artificial trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275879557_0.jpg,What type of architectural style is prevalent in this scene?,tropical-themed architecture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064275879557_0.jpg,What aesthetic effect do the artificial trees emit?,glowing effect
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276482107_0.jpg,What specific type of dumpling is the steamer used for?,baozi
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276482107_0.jpg,What distinguishes the variety of buns in the third image?,colorful buns
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276482107_0.jpg,Which region influences the cuisine highlighted in the first image?,Southeast Asia
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276586493_0.jpg,What color are the solar panels on the bridge?,green and white
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276586493_0.jpg,What type of bridge is featured in the second image?,pedestrian bridge
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276734483_0.jpg,What unique architectural feature does one building have?,inverted pyramid shape
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276734483_0.jpg,What kind of greenery enhances the modern aesthetic?,banana trees and tropical plants
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276734483_0.jpg,What materials are highlighted in the building designs?,glass wooden wall structures
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276926378_0.jpg,What languages are featured on the bank's sign?,traditional Chinese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276926378_0.jpg,What styles of architecture are present among the buildings?,South American architecture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064276926378_0.jpg,What indication suggests the area may be a Chinatown?,Chinese signage and pharmacy
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277471516_0.jpg,What unique texture is characteristic of durian's interior?,fibrous structure
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277471516_0.jpg,What type of culinary experience is highlighted with durian in Southeast Asia?,family gatherings
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277471516_0.jpg,What variety of durian is suggested due to its creamy texture?,Mon Thong
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277477228_0.jpg,What does the red text above the yellow text say?,Pearl House
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277477228_0.jpg,What type of culinary establishment is mentioned as integral to Chinese culture?,dim sum
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277711225_0.jpg,What Asian dish features braised eggplant and is characterized by a variety of foods?,Chinese bento box
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277711225_0.jpg,What playful element is included in the meal alongside the stainless steel spoon?,pink spoon-shaped pancake
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277711225_0.jpg,What ingredient adds freshness to the dish underneath the fried egg?,slice of cucumber
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277928417_0.jpg,What traditional Chinese dish is featured in the meal?,Chicken feet
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277928417_0.jpg,Which culinary tradition does the meal represent?,Hong Kong-style dim sum
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277928417_0.jpg,What type of tiles are used for the floor?,Hexagonal tiles
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277959441_0.jpg,What season do orchids typically bloom?,autumn and winter
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277959441_0.jpg,Which specific type of orchid resembles a butterfly?,butterfly orchid
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064277959441_0.jpg,What color is the object seen at the bottom of the image?,blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278119961_0.jpg,What is the significance of the bilingual street sign?,Blending of cultures
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278119961_0.jpg,What traditional cultural elements are featured in the alley?,Chinese Opera facial masks
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278119961_0.jpg,Who is the historical figure depicted in the graffiti art?,Guan Yu
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278121182_0.jpg,What classic cocktail is presented with garnishes including a slice of pineapple and a cherry?,Singapore Sling
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278121182_0.jpg,What feature suggests the bar is quiet and less busy?,few patrons around
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278165103_0.jpg,What type of rice is central to the meal?,fluffy white rice
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278165103_0.jpg,What vegetable dish is known for its unique texture?,stir-fried black fungus
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278165103_0.jpg,What traditional dish may be included with the meal?,Mu Shu pork
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278602580_0.jpg,What distinctive feature is used to describe the architecture in Singapore?,Glass and steel structure
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278602580_0.jpg,What type of plants are prominently featured in the indoor space?,Tropical plants
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278602580_0.jpg,What is the purpose of the mist generated by the waterfall?,Refreshing atmosphere
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278614200_0.jpg,What culinary influences are noted in the dish?,Japanese and Chinese
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278614200_0.jpg,What type of fish roe accompanies the pork chop?,orange fish roe
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064278614200_0.jpg,What enhances the flavor of the fried rice?,incorporation of egg
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064279027764_0.jpg,What type of tree is characterized by extensive aerial roots?,banyan tree
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064279027764_0.jpg,What is the likely significance of the tag on the tree?,its specific name or type
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064279215599_0.jpg,What vibrant architectural style resembles structures found in Japan?,multicolored building
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064279215599_0.jpg,What does the painted roof signal about the building's height?,tall red-painted wall
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064279215599_0.jpg,What common television pattern is depicted on the building's walls?,colorful blocks
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064279325167_0.jpg,What staple carbohydrate is mentioned in the dish?,rice
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064279325167_0.jpg,What color is the spoon next to the food?,blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941064279325167_0.jpg,What unusual topping is described on the dish?,a blob resembling mucus
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Hindi_images/5920593584272611294_0.jpg,What deity is depicted in the elaborate idol?,Lord Shiva
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Hindi_images/5920593584272611294_0.jpg,What is the significance of the trident in Lord Shiva's hand?,divine power to destroy evil
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Hindi_images/5920593584272611294_0.jpg,What animal is coiled around Lord Shiva's neck?,a snake
